TIMESTAMP,CURRENT_PRICE,SHARES,P/L_PERCENT,PROFIT/LOSS,REALIZED_PROFIT/LOSS,HOLD/NONE,PURCHASE/SELL_PRICE,PURCHASE_COST
13:22,57.6150,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:23,57.6150,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:24,57.6200,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:25,57.6150,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:26,57.6269,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:27,57.6150,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:28,57.6150,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:29,57.6200,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:30,57.6100,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:31,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:32,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:33,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:34,57.6210,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:35,57.6200,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:36,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:37,57.6500,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:38,57.6200,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:39,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:40,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:41,57.6350,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:42,57.6400,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:43,57.6500,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:44,57.6364,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:45,57.6350,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:46,57.6250,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:47,57.6200,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:48,57.6200,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:49,57.6165,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:50,57.6000,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:51,57.5950,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:52,57.5800,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:53,57.5850,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:54,57.5710,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:55,57.5800,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:56,57.5900,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:57,57.5800,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:58,57.5625,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
13:59,57.5700,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
14:00,57.5750,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
